1726,news/press
13726,entertainment
27655,entertainment
12506,education/research
23106,entertainment
274,entertainment
24990,education/research
24520,news/press
24769,politics/government/law
12475,entertainment
6397,tech/science
18607,education/research
9817,tech/science
844,entertainment
8952,news/press
7918,tech/science
10950,politics/government/law
24080,politics/government/law
22964,tech/science
26590,tech/science
18733,politics/government/law
3177,sports
13982,politics/government/law
13010,entertainment
4033,entertainment
19698,entertainment
16224,education/research
27403,entertainment
24276,news/press
6946,tech/science
12603,health/medical
8777,entertainment
11589,politics/government/law
10174,politics/government/law
10367,health/medical
2331,education/research
15298,entertainment
23315,tech/science
8084,education/research
2211,politics/government/law
7887,education/research
7700,entertainment
6047,entertainment
8005,entertainment
26905,education/research
15091,education/research
25618,entertainment
25272,entertainment
5710,tech/science
18250,entertainment
12242,entertainment
11189,health/medical
3830,entertainment
7450,tech/science
16227,entertainment
18321,tech/science
8533,entertainment
3562,entertainment
20428,tech/science
4137,entertainment
1646,education/research
14482,tech/science
5882,politics/government/law
6974,tech/science
1236,tech/science
23963,news/press
9259,entertainment
13750,education/research
22685,entertainment
9640,politics/government/law
15710,entertainment
4919,news/press
24854,entertainment
10298,health/medical
6460,tech/science
23486,health/medical
3526,entertainment
11826,education/research
7429,politics/government/law
27000,education/research
3903,tech/science
13327,health/medical
22772,entertainment
16959,education/research
305,education/research
2862,tech/science
3705,politics/government/law
26056,education/research
27580,tech/science
11867,politics/government/law
23855,politics/government/law
16855,politics/government/law
27124,tech/science
27359,news/press
14947,entertainment
23442,politics/government/law
9141,education/research
10727,politics/government/law
18114,sports
22819,education/research
19256,tech/science
15909,entertainment
25713,tech/science
23606,news/press
9191,sports
24799,entertainment
12583,education/research
17556,entertainment
14637,entertainment
2128,politics/government/law
3072,entertainment
1975,health/medical
7211,tech/science
27745,politics/government/law
11060,education/research
10732,entertainment
11696,tech/science
2556,tech/science
15071,tech/science
420,entertainment
16138,entertainment
22810,politics/government/law
12598,entertainment
8718,entertainment
1664,tech/science
20848,tech/science
24260,entertainment
3733,tech/science
22603,health/medical
6600,entertainment
5220,tech/science
1952,politics/government/law
17874,politics/government/law
23543,education/research
14283,entertainment
12828,entertainment
20046,tech/science
27837,tech/science
23488,entertainment
992,entertainment
14053,tech/science
21609,education/research
18581,entertainment
22944,tech/science
21073,entertainment
11386,entertainment
15196,tech/science
5164,education/research
24005,entertainment
3278,education/research
7048,politics/government/law
22913,politics/government/law
21714,entertainment
24956,entertainment
24926,health/medical
4167,news/press
20594,entertainment
8910,politics/government/law
21449,politics/government/law
18740,politics/government/law
14827,politics/government/law
11976,politics/government/law
20946,education/research
19559,politics/government/law
6015,education/research
15700,tech/science
8318,education/research
15182,health/medical
24290,education/research
18593,entertainment
8668,politics/government/law
2443,education/research
5989,entertainment
27421,tech/science
3281,entertainment
10291,politics/government/law
27321,entertainment
23206,entertainment
12728,entertainment
21420,entertainment
25861,entertainment
21244,education/research
12648,entertainment
9037,tech/science
14583,entertainment
25395,health/medical
16922,tech/science
4762,news/press
14137,education/research
18601,politics/government/law
20152,tech/science
26284,education/research
13790,entertainment
22380,education/research
3234,entertainment
10996,entertainment
3858,politics/government/law
19010,tech/science
10056,entertainment
5394,tech/science
15036,entertainment
8112,politics/government/law
18605,tech/science
6637,tech/science
4718,education/research
8817,health/medical
18586,entertainment
10447,education/research
12997,entertainment
24322,politics/government/law
35,entertainment
19730,education/research
12096,entertainment
6403,health/medical
11298,tech/science
21606,tech/science
6787,tech/science
5451,entertainment
19710,health/medical
20656,entertainment
23470,politics/government/law
8036,politics/government/law
17474,news/press
20479,tech/science
3699,politics/government/law
19768,tech/science
8727,tech/science
1411,entertainment
7559,education/research
21062,entertainment
26343,entertainment
22386,news/press
22805,entertainment
18829,entertainment
23269,entertainment
16432,entertainment
15134,entertainment
5744,tech/science
14145,education/research
13749,politics/government/law
373,entertainment
5802,politics/government/law
25155,entertainment
19886,entertainment
8064,entertainment
10901,tech/science
13777,education/research
24851,education/research
10583,entertainment
1035,entertainment
6466,tech/science
21999,entertainment
13627,politics/government/law
21891,politics/government/law
17262,tech/science
2190,tech/science
18270,politics/government/law
11650,tech/science
21639,tech/science
16554,entertainment
13838,tech/science
4405,entertainment
25543,entertainment
6943,entertainment
1465,health/medical
11118,entertainment
21171,entertainment
27022,tech/science
24422,education/research
6626,entertainment
13124,education/research
22655,tech/science
19851,tech/science
7104,education/research
24833,entertainment
12525,education/research
22190,education/research
9746,entertainment
25691,entertainment
26128,tech/science
561,health/medical
4866,politics/government/law
18549,politics/government/law
1636,health/medical
3304,tech/science
1539,entertainment
21280,education/research
7755,health/medical
6617,tech/science
27702,entertainment
2578,tech/science
25207,entertainment
10695,education/research
19287,entertainment
17968,politics/government/law
6295,entertainment
18789,tech/science
6287,entertainment
9926,education/research
10706,entertainment
20641,politics/government/law
27689,politics/government/law
11652,tech/science
6660,health/medical
3850,entertainment
4527,entertainment
11000,health/medical
14032,tech/science
10600,politics/government/law
25959,politics/government/law
8411,sports
24109,education/research
12936,entertainment
25158,entertainment
20799,education/research
14564,entertainment
7179,tech/science
17343,news/press
11040,entertainment
25222,tech/science
14678,entertainment
12355,entertainment
14261,education/research
6772,education/research
14942,entertainment
21245,tech/science
6183,tech/science
19986,education/research
14153,entertainment
7520,politics/government/law
1483,entertainment
4304,tech/science
538,tech/science
20443,education/research
1725,politics/government/law
4322,sports
2655,politics/government/law
15400,entertainment
8015,entertainment
19895,education/research
5052,tech/science
27025,entertainment
951,politics/government/law
12016,entertainment
7549,news/press
7824,health/medical
24916,education/research
1572,politics/government/law
6515,news/press
10928,tech/science
3005,news/press
23945,sports
13868,news/press
4225,tech/science
15101,politics/government/law
20239,tech/science
15406,politics/government/law
772,education/research
13032,politics/government/law
1307,tech/science
21058,health/medical
13710,education/research
11854,entertainment
13471,news/press
3196,politics/government/law
2482,politics/government/law
9187,entertainment
17627,education/research
11915,education/research
770,education/research
25892,politics/government/law
18150,education/research
22969,education/research
723,sports
22488,tech/science
13812,education/research
14700,entertainment
27221,entertainment
8078,news/press
5722,politics/government/law
1775,tech/science
7256,politics/government/law
20086,entertainment
9935,entertainment
5792,tech/science
12452,tech/science
19839,sports
6948,entertainment
23702,politics/government/law
1414,politics/government/law
27238,education/research
24129,entertainment
1909,entertainment
19843,health/medical
21910,entertainment
19800,news/press
21269,entertainment
11662,tech/science
26285,health/medical
10509,politics/government/law
953,tech/science
7036,entertainment
23616,education/research
7441,education/research
12507,entertainment
18281,entertainment
2114,entertainment
3018,news/press
6854,entertainment
18065,sports
2651,news/press
1944,entertainment
9860,entertainment
623,entertainment
26640,entertainment
20328,health/medical
5431,politics/government/law
5031,entertainment
9476,politics/government/law
1222,entertainment
13524,entertainment
18192,health/medical
23812,news/press
15540,tech/science
11686,news/press
9947,politics/government/law
5315,entertainment
643,politics/government/law
13826,entertainment
1934,education/research
2958,sports
590,politics/government/law
2017,education/research
25332,entertainment
26847,politics/government/law
16817,entertainment
19532,tech/science
21162,tech/science
457,politics/government/law
15323,entertainment
435,tech/science
15039,politics/government/law
2665,entertainment
11688,entertainment
9653,politics/government/law
25230,news/press
13702,news/press
20078,entertainment
19248,politics/government/law
1955,tech/science
16002,entertainment
27906,news/press
17855,tech/science
8051,entertainment
14157,politics/government/law
14868,entertainment
17243,tech/science
24139,health/medical
14530,entertainment
6252,entertainment
3436,entertainment
8588,entertainment
26571,tech/science
24019,entertainment
11026,entertainment
4212,politics/government/law
21718,education/research
10263,education/research
16262,education/research
15424,politics/government/law
23755,politics/government/law
26019,tech/science
9482,news/press
27299,education/research
1828,news/press
4382,tech/science
11241,entertainment
1360,news/press
24595,entertainment
1844,politics/government/law
7086,politics/government/law
3824,entertainment
21138,tech/science
18138,entertainment
17724,education/research
12455,politics/government/law
11277,tech/science
13679,entertainment
13779,news/press
13115,news/press
3587,politics/government/law
20638,sports
131,sports
11916,tech/science
21611,tech/science
2336,entertainment
24802,tech/science
11210,entertainment
17493,health/medical
15717,politics/government/law
11093,tech/science
5857,entertainment
22735,news/press
23414,entertainment
4548,tech/science
27351,education/research
6496,education/research
3474,education/research
3151,entertainment
12958,education/research
19666,entertainment
6964,entertainment
19807,education/research
3960,entertainment
6352,tech/science
20353,education/research
5948,health/medical
20172,entertainment
17487,tech/science
12619,education/research
1041,tech/science
16047,sports
15128,entertainment
4682,entertainment
10754,education/research
8534,politics/government/law
19539,entertainment
5666,tech/science
6716,tech/science
1206,health/medical
889,news/press
7216,news/press
12855,politics/government/law
7976,tech/science
23480,politics/government/law
19028,health/medical
3290,politics/government/law
640,tech/science
10737,education/research
14860,entertainment
14830,entertainment
4140,politics/government/law
22330,entertainment
14438,entertainment
15570,tech/science
9863,education/research
11628,tech/science
14421,education/research
13908,politics/government/law
9871,politics/government/law
11305,entertainment
7245,entertainment
9851,entertainment
5843,health/medical
26381,education/research
23396,entertainment
5769,news/press
26374,entertainment
20908,tech/science
1554,tech/science
21708,health/medical
6803,tech/science
24266,entertainment
4489,tech/science
26227,entertainment
19403,tech/science
19705,entertainment
23654,tech/science
13313,tech/science
212,politics/government/law
3542,entertainment
1588,tech/science
9188,politics/government/law
24975,education/research
3181,entertainment
1167,news/press
7362,tech/science
25282,education/research
14799,sports
7312,entertainment
20977,health/medical
24655,education/research
6141,entertainment
13209,politics/government/law
14645,politics/government/law
19677,tech/science
23621,entertainment
8620,health/medical
4019,education/research
15049,education/research
17176,education/research
1590,politics/government/law
14164,entertainment
13846,entertainment
11359,politics/government/law
3130,education/research
20759,entertainment
18349,tech/science
2269,entertainment
22756,education/research
24989,politics/government/law
6218,tech/science
6384,tech/science
777,entertainment
2878,tech/science
13454,entertainment
13033,politics/government/law
26005,education/research
16230,news/press
27831,politics/government/law
4963,tech/science
8717,tech/science
3230,politics/government/law
4525,news/press
13863,entertainment
19178,entertainment
14532,sports
10058,entertainment
12807,health/medical
2398,politics/government/law
9206,education/research
13682,education/research
18940,politics/government/law
22653,entertainment
10982,entertainment
239,news/press
23724,entertainment
21144,entertainment
8595,tech/science
24656,tech/science
16740,entertainment
14869,entertainment
11143,sports
5920,health/medical
23056,education/research
6243,politics/government/law
20901,entertainment
19031,entertainment
10374,politics/government/law
24282,health/medical
21139,news/press
27355,entertainment
26512,news/press
26773,politics/government/law
27512,entertainment
12322,news/press
12588,news/press
21083,education/research
8215,entertainment
26042,tech/science
1014,entertainment
10005,entertainment
25664,entertainment
22517,tech/science
2818,entertainment
15011,tech/science
364,news/press
20074,education/research
22696,entertainment
6898,entertainment
5101,politics/government/law
17858,education/research
517,education/research
6484,tech/science
9562,education/research
3471,entertainment
21002,tech/science
10155,entertainment
19943,education/research
24562,education/research
16105,entertainment
23689,entertainment
9604,entertainment
23628,tech/science
14346,entertainment
21846,entertainment
14364,education/research
19277,entertainment
8523,education/research
14677,entertainment
20454,entertainment
3491,entertainment
24421,tech/science
81,health/medical
9005,health/medical
16413,education/research
19809,politics/government/law
25663,entertainment
13867,education/research
2279,education/research
3081,entertainment
22037,entertainment
18638,education/research
16679,entertainment
6328,entertainment
25878,health/medical
25912,health/medical
15670,education/research
3351,entertainment
27274,politics/government/law
26506,education/research
19568,education/research
15429,health/medical
27108,politics/government/law
9831,politics/government/law
21183,entertainment
25840,education/research
24591,entertainment
8132,entertainment
2910,politics/government/law
22440,news/press
16540,politics/government/law
3979,entertainment
13320,health/medical
1903,politics/government/law
13401,entertainment
17273,tech/science
913,politics/government/law
10399,politics/government/law
1338,entertainment
16408,entertainment
9825,politics/government/law
17763,tech/science
13487,tech/science
22382,business/finance
21994,business/finance
27912,business/finance
23099,business/finance
12304,business/finance
4923,business/finance
21189,business/finance
20321,business/finance
8650,business/finance
24122,business/finance
21375,business/finance
13217,business/finance
4959,business/finance
22580,business/finance
11809,business/finance
17410,business/finance
16933,business/finance
7487,business/finance
27294,business/finance
22445,business/finance
14675,business/finance
20278,business/finance
25684,business/finance
8347,business/finance
1224,business/finance
3020,business/finance
19881,business/finance
1450,business/finance
24332,business/finance
1670,business/finance
13607,business/finance
17398,business/finance
20481,business/finance
13971,business/finance
20503,business/finance
4803,business/finance
26303,business/finance
26726,business/finance
11811,business/finance
17796,business/finance
12706,business/finance
21845,business/finance
8983,business/finance
18978,business/finance
21070,business/finance
1597,business/finance
17508,business/finance
22256,business/finance
19784,business/finance
23273,business/finance
9401,business/finance
17777,business/finance
1096,business/finance
14973,business/finance
6879,business/finance
5979,business/finance
3502,business/finance
11046,business/finance
1881,business/finance
3305,business/finance
23039,business/finance
6480,business/finance
23568,business/finance
22813,business/finance
3789,business/finance
11152,business/finance
13023,business/finance
25535,business/finance
20571,business/finance
681,business/finance
13952,business/finance
2192,business/finance
1271,business/finance
17628,business/finance
3221,business/finance
14916,business/finance
25291,business/finance
19527,business/finance
9342,business/finance
18313,business/finance
6193,business/finance
16570,business/finance
18981,business/finance
4637,business/finance
25004,business/finance
3292,business/finance
19928,business/finance
27484,business/finance
2590,business/finance
17999,business/finance
18783,business/finance
15940,business/finance
10469,business/finance
920,business/finance
26040,business/finance
27282,business/finance
4451,business/finance
18644,business/finance
14585,business/finance
18763,business/finance
21581,business/finance
3267,business/finance
12194,business/finance
27917,business/finance
7536,business/finance
23519,business/finance
20077,business/finance
16355,business/finance
25449,business/finance
12681,business/finance
4902,business/finance
12761,business/finance
3791,business/finance
21374,business/finance
18414,business/finance
1301,business/finance
11793,business/finance
21361,business/finance
9277,business/finance
2368,business/finance
22789,business/finance
875,business/finance
24361,business/finance
24154,business/finance
14610,business/finance
27731,business/finance
6283,business/finance
12916,business/finance
543,business/finance
19056,business/finance
564,business/finance
4926,business/finance
24596,business/finance
27382,business/finance
4406,business/finance
19161,business/finance
27273,business/finance
27092,business/finance
21666,business/finance
22830,business/finance
18072,business/finance
15156,business/finance
13507,business/finance
9718,business/finance
383,business/finance
1993,business/finance
19301,business/finance
5408,business/finance
1119,business/finance
17064,business/finance
5878,business/finance
9154,business/finance
12178,business/finance
5588,business/finance
17965,business/finance
182,business/finance
13469,business/finance
1894,business/finance
7939,business/finance
20547,business/finance
10230,business/finance
15727,business/finance
15662,business/finance
21691,business/finance
21674,business/finance
9014,business/finance
18398,business/finance
16625,business/finance
16261,business/finance
27007,business/finance
19591,business/finance
20964,business/finance
20966,business/finance
2088,business/finance
1836,business/finance
5061,business/finance
6756,business/finance
17036,business/finance
16682,business/finance
5749,business/finance
5345,business/finance
12693,business/finance
2467,business/finance
2095,business/finance
16547,business/finance
17985,business/finance
5765,business/finance
16690,business/finance
14341,business/finance
12353,business/finance
12922,business/finance
24931,business/finance
26014,business/finance
27311,business/finance
10837,business/finance
20927,business/finance
21081,business/finance
24658,business/finance
6158,business/finance
26677,business/finance
20783,business/finance
25781,business/finance
5441,business/finance
21645,business/finance
5281,business/finance
197,business/finance
24512,business/finance
3786,business/finance
12389,business/finance
19477,business/finance
27034,business/finance
7587,business/finance
16001,business/finance
9344,business/finance
27082,business/finance
9256,business/finance
13223,business/finance
4236,business/finance
21360,business/finance
17318,business/finance
19949,business/finance
14512,business/finance
4884,business/finance
15047,business/finance
25516,business/finance
2087,business/finance
6986,business/finance
11764,business/finance
5029,business/finance
6441,business/finance
11140,business/finance
6546,business/finance
19005,business/finance
21754,business/finance
7023,business/finance
16424,business/finance
1419,business/finance
23428,business/finance
25295,business/finance
24896,business/finance
8104,business/finance
11846,business/finance
21782,business/finance
10191,business/finance
13494,business/finance
27225,business/finance
11779,business/finance
16086,business/finance
14311,business/finance
21919,business/finance
6508,business/finance
3978,business/finance
161,business/finance
1559,business/finance
16887,business/finance
23422,business/finance
24456,business/finance
4512,business/finance
23923,business/finance
14540,business/finance
22563,business/finance
26615,business/finance
7267,business/finance
24669,business/finance
2038,business/finance
17141,business/finance
1399,business/finance
12599,business/finance
450,business/finance
18767,business/finance
13584,business/finance
21437,business/finance
13957,business/finance
21008,business/finance
26587,business/finance
25328,business/finance
21265,business/finance
24998,business/finance
19859,business/finance
9563,business/finance
7883,business/finance
2256,business/finance
5169,business/finance
8869,business/finance
25217,business/finance
12695,business/finance
5497,business/finance
8884,business/finance
22106,business/finance
15356,business/finance
12886,business/finance
2216,business/finance
13248,business/finance
15606,business/finance
1072,business/finance
12743,business/finance
19295,business/finance
16799,business/finance
3461,business/finance
20463,business/finance
2109,business/finance
17413,business/finance
13829,business/finance
3125,business/finance
22594,business/finance
3818,business/finance
9691,business/finance
2494,business/finance
25778,business/finance
415,business/finance
18025,business/finance
2689,business/finance
23305,business/finance
17528,business/finance
6427,business/finance
3840,business/finance
21631,business/finance
16115,business/finance
8372,business/finance
3291,business/finance
23936,business/finance
17743,business/finance
22252,business/finance
10430,business/finance
18415,business/finance
26689,business/finance
13593,business/finance
15610,business/finance
4373,business/finance
4444,business/finance
17439,business/finance
19714,business/finance
7534,business/finance
19733,business/finance
3882,business/finance
26937,business/finance
27278,business/finance
14389,business/finance
24016,business/finance
23609,business/finance
27962,business/finance
10423,business/finance
22505,business/finance
20573,business/finance
18050,business/finance
219,business/finance
6251,business/finance
24554,business/finance
5675,business/finance
23883,business/finance
17779,business/finance
19826,business/finance
16182,business/finance
14054,business/finance
9529,business/finance
15639,business/finance
22642,business/finance
26616,business/finance
6451,business/finance
11175,business/finance
14949,business/finance
25468,business/finance
13515,business/finance
3212,business/finance
16319,business/finance
11443,business/finance
26224,business/finance
8976,business/finance
13472,business/finance
4635,business/finance
5524,business/finance
5255,business/finance
4480,business/finance
27153,business/finance
23369,business/finance
8220,business/finance
11715,business/finance
17391,business/finance
12949,business/finance
20247,business/finance
21020,business/finance
1868,business/finance
16208,business/finance
15835,business/finance
2383,business/finance
14148,business/finance
17281,business/finance
12606,business/finance
11890,business/finance
2498,business/finance
19658,business/finance
17706,business/finance
957,business/finance
26416,business/finance
10643,business/finance
17307,business/finance
19307,business/finance
